City,State,District
Ramtek,Maharashtra,Nagpur
Ranaghat,West Bengal,Nadia
Ranapur,Madhya Pradesh,Jhabua
Ranavav,Gujarat,Porbandar
Ranbir Singh Pora,Jammu & Kashmir,Jammu
Ranchi,Jharkhand,Ranchi
Rangapara,Assam,Sonitpur
Rangia,Assam,Kamrup
Rangpo,Sikkim,East
Rani,Rajasthan,Pali
Rania,Haryana,Sirsa
Ranibennur,Karnataka,Haveri
Raniganj,West Bengal,Barddhaman
Ranikhet,Uttaranchal,Almora
Ranip,Gujarat,Ahmadabad
Ranipettai,Tamil Nadu,Vellore
Ranipur,Uttar Pradesh,Jhansi
Ranirbazar,Tripura,West Tripura
Ranoli,Gujarat,Vadodara
Rapar,Gujarat,Kachchh
Rashidpur Garhi,Uttar Pradesh,Bijnor
Rasipuram,Tamil Nadu,Namakkal
Rasra,Uttar Pradesh,Ballia
Rasulabad,Uttar Pradesh,Unnao
Ratangarh,Rajasthan,Churu
Ratangarh,Madhya Pradesh,Neemuch
Ratannagar,Rajasthan,Churu
Ratanpur,Chhattisgarh,Bilaspur
Rath,Uttar Pradesh,Hamirpur
Ratia,Haryana,Fatehabad
Ratibati,West Bengal,Barddhaman
Ratlam,Madhya Pradesh,Ratlam
Ratlam Rly. Colony (Ratlam Kasba),Madhya Pradesh,Ratlam
Ratnagiri,Maharashtra,Ratnagiri
Rau,Madhya Pradesh,Indore
Raurkela,Orissa,Sundargarh
Raurkela Industrialship,Orissa,Sundargarh
Raver,Maharashtra,Jalgaon
Rawalsar,Himachal Pradesh,Mandi
Rawatbhata,Rajasthan,Chittaurgarh
Rawatsar,Rajasthan,Hanumangarh
Raxaul Bazar,Bihar,Purba Champaran
Raya,Uttar Pradesh,Mathura
Rayachoti,Andhra Pradesh,Cuddapah
Rayadurg,Andhra Pradesh,Anantapur
Rayagada,Orissa,Rayagada
Rayagiri,Tamil Nadu,Tirunelveli
Raybag,Karnataka,Belgaum
Rayya,Punjab,Amritsar
Reasi,Jammu & Kashmir,Udhampur
Redhakhol,Orissa,Sambalpur
Reengus,Rajasthan,Sikar
Reethapuram,Tamil Nadu,Kanniyakumari
Rehambal,Jammu & Kashmir,Udhampur
Rehli,Madhya Pradesh,Sagar
Rehti,Madhya Pradesh,Sehore
Reis Magos,Goa,North Goa
Religara alias Pachhiari,Jharkhand,Hazaribag
Remuna,Orissa,Baleshwar
Rengali Dam Projectship,Orissa,Anugul
Renigunta,Andhra Pradesh,Chittoor
Renukoot,Uttar Pradesh,Sonbhadra
Reoti,Uttar Pradesh,Ballia
Repalle,Andhra Pradesh,Guntur
Resubelpara,Meghalaya,East Garo Hills
Revelganj,Bihar,Saran
Rewa,Madhya Pradesh,Rewa
Rewari,Haryana,Rewari
Rewari (Rural),Haryana,Rewari
Richha,Uttar Pradesh,Bareilly
Rikhabdeo,Rajasthan,Udaipur
Rishikesh,Uttaranchal,Dehradun
Rishra,West Bengal,Hugli
Rishra,West Bengal,Hugli
Risia Bazar,Uttar Pradesh,Bahraich
Risod,Maharashtra,Washim
Rithora,Uttar Pradesh,Bareilly
Rly. Settlement Roza,Uttar Pradesh,Shahjahanpur
Robertsganj,Uttar Pradesh,Sonbhadra
Robertson Pet,Karnataka,Kolar
Roha Ashtami,Maharashtra,Raigarh
Rohraband,Jharkhand,Dhanbad
Rohru,Himachal Pradesh,Shimla
Rohtak,Haryana,Rohtak
Roing,Arunachal Pradesh,Dibang Valley
Ron,Karnataka,Gadag
Roorkee,Uttaranchal,Hardwar
Roorkee,Uttaranchal,Hardwar
Rosalpatti,Tamil Nadu,Virudhunagar
Rosera,Bihar,Samastipur
Roshan Pura alias Dichaon Khurd,Delhi *,South West
Rudauli,Uttar Pradesh,Faizabad
Rudayan,Uttar Pradesh,Budaun
Rudra Prayag,Uttaranchal,Rudraprayag
Rudrapur,Uttaranchal,Udham Singh Nagar
Rudrapur,Uttar Pradesh,Deoria
Rudravathi,Tamil Nadu,Erode
Ruiya,West Bengal,North Twentyfour Parganas
Runji Gautampura,Madhya Pradesh,Indore
Rupnagar,Punjab,Rupnagar
Rura,Uttar Pradesh,Kanpur Dehat
Rurki Kasba,Punjab,Patiala
Rustamnagar Sahaspur,Uttar Pradesh,Moradabad
S. Kannanur,Tamil Nadu,Tiruchirappalli
S.A.S. Nagar (Mohali),Punjab,Rupnagar
S.Kodikulam,Tamil Nadu,Virudhunagar
S.Nallur,Tamil Nadu,Coimbatore
S.T. Power Project Town,West Bengal,Puruliya
Sabalgarh,Madhya Pradesh,Morena
Sabathu,Himachal Pradesh,Solan
Sabroom,Tripura,South Tripura
Sachin,Gujarat,Surat
Sachin INA,Gujarat,Surat
Sadabad,Uttar Pradesh,Hathras
Sadalgi,Karnataka,Belgaum
Sadasivpet,Andhra Pradesh,Medak
Sadat,Uttar Pradesh,Ghazipur
Sadat Pur Gujran,Delhi *,North East
Sadaura,Haryana,Yamunanagar
Sadpur,West Bengal,North Twentyfour Parganas
Sadri,Rajasthan,Pali
Sadulshahar,Rajasthan,Ganganagar
Safidon,Haryana,Jind
Safipur,Uttar Pradesh,Unnao
Sagar,Madhya Pradesh,Sagar
Sagar,Karnataka,Shimoga
Sagar Cantt.,Madhya Pradesh,Sagar
Sagwara,Rajasthan,Dungarpur
Sahajadpur,West Bengal,Murshidabad
Sahanpur,Uttar Pradesh,Bijnor
Sahapur,West Bengal,Haora
Saharanpur,Uttar Pradesh,Saharanpur
Saharsa,Bihar,Saharsa
Sahaspur,Uttar Pradesh,Bijnor
Sahaswan,Uttar Pradesh,Budaun
Sahatwar,Uttar Pradesh,Ballia
Sahawar,Uttar Pradesh,Etah
Sahibabad Daulat Pur,Delhi *,North West
Sahibganj,Jharkhand,Sahibganj
Sahjanwa,Uttar Pradesh,Gorakhpur
Sahnewal,Punjab,Ludhiana
Sahnidih,Jharkhand,Dhanbad
Sahpau NP,Uttar Pradesh,Hathras
Saidpur,Uttar Pradesh,Budaun
Saidpur,Uttar Pradesh,Ghazipur
Saidul Ajaib,Delhi *,South
Saiha,Mizoram,Saiha
Sailana,Madhya Pradesh,Ratlam
Sailu,Maharashtra,Parbhani
Sainthal,Uttar Pradesh,Bareilly
Sainthia,West Bengal,Birbhum
Sairang,Mizoram,Aizawl
Saitual,Mizoram,Aizawl
Saiyad Raja,Uttar Pradesh,Chandauli
Sakhanu,Uttar Pradesh,Budaun
Sakit,Uttar Pradesh,Etah
Sakleshpur,Karnataka,Hassan
Sakti,Chhattisgarh,Janjgir-Champa
Salakati,Assam,Kokrajhar
Salangapalayam,Tamil Nadu,Erode
Salap,West Bengal,Haora
Salarpur Khadar,Uttar Pradesh,Gautam Buddha Nagar
Salaya,Gujarat,Jamnagar
Salem,Tamil Nadu,Salem
Salempur,Uttar Pradesh,Deoria
Saligao,Goa,North Goa
Saligram,Karnataka,Udupi
Salon,Uttar Pradesh,Rae Bareli
Salumbar,Rajasthan,Udaipur
Salur,Andhra Pradesh,Vizianagaram
Samalapuram,Tamil Nadu,Coimbatore
Samalkha,Haryana,Panipat
Samalkota,Andhra Pradesh,East Godavari
Samana,Punjab,Patiala
Samastipur,Bihar,Samastipur
Samathur,Tamil Nadu,Coimbatore
Samba,Jammu & Kashmir,Jammu
Sambalpur,Orissa,Sambalpur
Sambavar Vadagarai,Tamil Nadu,Tirunelveli
Sambhal,Uttar Pradesh,Moradabad
Sambhalka,Delhi *,South West
Sambhar,Rajasthan,Jaipur
Samdhan,Uttar Pradesh,Kannauj
Samrala,Punjab,Ludhiana
Samthar,Uttar Pradesh,Jhansi
Samurou,Manipur,Thoubal & Imphal West
Sanand,Gujarat,Ahmadabad
Sanaur,Punjab,Patiala
Sanawad,Madhya Pradesh,West Nimar
Sanchi,Madhya Pradesh,Raisen
Sanchore,Rajasthan,Jalor
Sancoale,Goa,South Goa
Sandi,Uttar Pradesh,Hardoi
Sandila,Uttar Pradesh,Hardoi
Sandor,Maharashtra,Thane
Sandur,Karnataka,Bellary
Sangamner,Maharashtra,Ahmadnagar
Sangareddy,Andhra Pradesh,Medak
Sangaria,Rajasthan,Hanumangarh
Sangat,Punjab,Bathinda
Sangli-Miraj & Kupwad,Maharashtra,Sangli
Sangod,Rajasthan,Kota
Sangole,Maharashtra,Solapur
Sangrur,Punjab,Sangrur
Sanguem,Goa,South Goa
Sankaramanallur,Tamil Nadu,Coimbatore
Sankarankoil,Tamil Nadu,Tirunelveli
Sankarapuram,Tamil Nadu,Viluppuram
Sankari,Tamil Nadu,Salem
Sankarnagar,Tamil Nadu,Tirunelveli
Sankarpur,West Bengal,Barddhaman
Sankeshwar,Karnataka,Belgaum
Sankhol,Haryana,Jhajjar
Sankrail,West Bengal,Haora
Sanoth,Delhi *,North West
Sanquelim,Goa,North Goa
Sansarpur,Punjab,Jalandhar
Santipur,West Bengal,Nadia
Santokhgarh,Himachal Pradesh,Una
Santoshpur,West Bengal,Haora
Santrampur,Gujarat,Panch Mahals
Sanvordem,Goa,South Goa
Sao Jose-de-Areal,Goa,South Goa
Sapatgram,Assam,Dhubri
Sarai Aquil,Uttar Pradesh,Kaushambi
Sarai Mir,Uttar Pradesh,Azamgarh
Saraidhela,Jharkhand,Dhanbad
Saraipali,Chhattisgarh,Mahasamund
Sarangarh,Chhattisgarh,Raigarh
Sarangpur,Madhya Pradesh,Rajgarh
Sarapaka,Andhra Pradesh,Khammam
Saravanampatti,Tamil Nadu,Coimbatore
Sarbhog,Assam,Barpeta
Sarcarsamakulam,Tamil Nadu,Coimbatore
Sardarpur,Madhya Pradesh,Dhar
Sardarshahar,Rajasthan,Churu
Sardhana,Uttar Pradesh,Meerut
Sardulgarh,Punjab,Mansa
Sarenga,West Bengal,Haora
Sarigam INA,Gujarat,Valsad
Sarila,Uttar Pradesh,Hamirpur
Sarjamda,Jharkhand,Purbi Singhbhum
Sarkaghat,Himachal Pradesh,Mandi
Sarkhej-Okaf,Gujarat,Ahmadabad
Sarni,Madhya Pradesh,Betul
Sarpi,West Bengal,Barddhaman
Sarsawan,Uttar Pradesh,Saharanpur
Sarthebari,Assam,Barpeta
Sarupathar,Assam,Golaghat
Sarupathar Bengali,Assam,Dibrugarh
Sarwar,Rajasthan,Ajmer
Sasaram,Bihar,Rohtas
Sasauli,Haryana,Yamunanagar
Sasni,Uttar Pradesh,Hathras
Sasti,Maharashtra,Chandrapur
Sasvad,Maharashtra,Pune
Satai,Madhya Pradesh,Chhatarpur
Satalkheri,Rajasthan,Kota
Satana,Maharashtra,Nashik
Satara,Maharashtra,Satara
Sathankulam,Tamil Nadu,Toothukudi
Sathiyavijayanagaram,Tamil Nadu,Tiruvanamalai
Sathuvachari,Tamil Nadu,Vellore
Sathyamangala,Karnataka,Hassan
Sathyamangalam,Tamil Nadu,Erode
Satigachha,West Bengal,Nadia
Satna,Madhya Pradesh,Satna
Satrikh,Uttar Pradesh,Barabanki
Sattenapalle,Andhra Pradesh,Guntur
Sattur,Tamil Nadu,Virudhunagar
Satwas,Madhya Pradesh,Dewas
Saunda,Jharkhand,Hazaribag
Saundatti-Yellamma,Karnataka,Belgaum
Saunkh,Uttar Pradesh,Mathura
Saurikh,Uttar Pradesh,Kannauj
Sausar,Madhya Pradesh,Chhindwara
Savanur,Karnataka,Haveri
Savarkundla,Gujarat,Amreli
Savda,Maharashtra,Jalgaon
Savner,Maharashtra,Nagpur
Sawai Madhopur,Rajasthan,Sawai Madhopur
Sawantwadi,Maharashtra,Sindhudurg
Sawari Jawharnagar,Maharashtra,Bhandara
Sawer,Madhya Pradesh,Indore
Sayalgudi,Tamil Nadu,Ramanathapuram
Sayan,Gujarat,Surat
Sayapuram,Tamil Nadu,Toothukudi
Secunderabad,Andhra Pradesh,Hyderabad
Sedam,Karnataka,Gulbarga
Seerapalli,Tamil Nadu,Namakkal
Seevur,Tamil Nadu,Vellore
Sehore,Madhya Pradesh,Sehore
Seithur,Tamil Nadu,Virudhunagar
Sekmai Bazar,Manipur,Imphal West
Semaria,Madhya Pradesh,Rewa
Sembakkam,Tamil Nadu,Kancheepuram
Semmipalayam,Tamil Nadu,Coimbatore
Senchoa Gaon,Assam,Jorhat
Sendhwa,Madhya Pradesh,Barwani
Senthamangalam,Tamil Nadu,Namakkal
Sentharapatti,Tamil Nadu,Salem
Senur,Tamil Nadu,Vellore
Seohara,Uttar Pradesh,Bijnor
Seondha,Madhya Pradesh,Datia
Seoni,Himachal Pradesh,Shimla
Seoni,Madhya Pradesh,Seoni
Seoni Malwa,Madhya Pradesh,Hoshangabad
Seppa,Arunachal Pradesh,East Kameng
Seraikela,Jharkhand,Pashchimi Singhbhum
Serampore,West Bengal,Hugli
Serchhip,Mizoram,Serchhip
Serilingampalle,Andhra Pradesh,Rangareddi
Serpur,West Bengal,Murshidabad
Sethia,Madhya Pradesh,Chhindwara
Sethiathoppu,Tamil Nadu,Cuddalore
Sevilimedu,Tamil Nadu,Kancheepuram
Sevugampatti,Tamil Nadu,Dindigul
Sewai,Jharkhand,Hazaribag
Sewalkhas,Uttar Pradesh,Meerut
Sewarhi,Uttar Pradesh,Kushinagar
Shahabad,Karnataka,Gulbarga
Shahabad,Uttar Pradesh,Rampur
Shahabad,Uttar Pradesh,Hardoi
Shahabad ACC,Karnataka,Gulbarga
Shahade,Maharashtra,Nandurbar
Shahapur,Maharashtra,Thane
Shahbad,Haryana,Kurukshetra
Shahdol,Madhya Pradesh,Shahdol
Shahganj,Uttar Pradesh,Jaunpur
Shahgarh,Madhya Pradesh,Sagar
Shahi,Uttar Pradesh,Bareilly
Shahjahanpur,Uttar Pradesh,Shahjahanpur
Shahjahanpur,Uttar Pradesh,Shahjahanpur
Shahkot,Punjab,Jalandhar
Shahpur,Uttar Pradesh,Muzaffarnagar
Shahpur,Karnataka,Gulbarga
Shahpur,Madhya Pradesh,Sagar
Shahpur,Bihar,Bhojpur
Shahpur,Madhya Pradesh,East Nimar
Shahpur,Madhya Pradesh,Betul
Shahpura,Rajasthan,Jaipur
Shahpura,Rajasthan,Bhilwara
Shahpura,Madhya Pradesh,Jabalpur
Shahpura,Madhya Pradesh,Dindori
Shajapur,Madhya Pradesh,Shajapur
Shaktigarh,Uttaranchal,Udham Singh Nagar
Shaktinagar,Karnataka,Raichur
Shamchaurasi,Punjab,Hoshiarpur
Shamgarh,Madhya Pradesh,Mandsaur
Shamli,Uttar Pradesh,Muzaffarnagar
Shamsabad,Uttar Pradesh,Agra
Shamsabad,Uttar Pradesh,Farrukhabad
Shankargarh,Uttar Pradesh,Allahabad
Shankhanagar,West Bengal,Hugli
Shegaon,Maharashtra,Buldana
Sheikhpura,Bihar,Sheikhpura
Shekhpura,Punjab,Patiala
Shelar,Maharashtra,Thane
Shenbakkam,Tamil Nadu,Vellore
Shendurjana,Maharashtra,Amravati
Shenkottai,Tamil Nadu,Tirunelveli
Sheoganj,Rajasthan,Sirohi
Sheohar,Bihar,Sheohar
Sheopur,Madhya Pradesh,Sheopur
Shergarh,Uttar Pradesh,Bareilly
Sherghati,Bihar,Gaya
Sherkot,Uttar Pradesh,Bijnor
Shiggaon,Karnataka,Haveri
Shikarpur,Uttar Pradesh,Bulandshahr
Shikarpur,Karnataka,Shimoga
Shikohabad,Uttar Pradesh,Firozabad
Shillong,Meghalaya,East Khasi Hills
Shillong Cantt.,Meghalaya,East Khasi Hills
Shimla,Himachal Pradesh,Shimla
Shimoga,Karnataka,Shimoga
Shirdi,Maharashtra,Ahmadnagar
Shirhatti,Karnataka,Gadag
Shirpur-Warwade,Maharashtra,Dhule
Shirur,Maharashtra,Pune
Shirwal,Maharashtra,Satara
Shishgarh,Uttar Pradesh,Bareilly
Shivajinagar,Maharashtra,Chandrapur
Shivatkar (Nira),Maharashtra,Pune
Shivdaspur,Uttar Pradesh,Varanasi
Shivli,Uttar Pradesh,Kanpur Dehat
Shivpuri,Madhya Pradesh,Shivpuri
Shivrajpur,Uttar Pradesh,Kanpur Nagar
Shivrinarayan,Chhattisgarh,Janjgir-Champa
Shohratgarh,Uttar Pradesh,Siddharthnagar
Sholavandan,Tamil Nadu,Madurai
Sholinganallur,Tamil Nadu,Kancheepuram
Sholingur,Tamil Nadu,Vellore
Sholur,Tamil Nadu,The Nilgiris
Shoranur,Kerala,Palakkad
Shorapur,Karnataka,Gulbarga
Shrigonda,Maharashtra,Ahmadnagar
Shrirampur,Maharashtra,Ahmadnagar
Shrirampur(Rural),Maharashtra,Ahmadnagar
Shrirangapattana,Karnataka,Mandya
Shrivardhan,Maharashtra,Raigarh
Shujalpur,Madhya Pradesh,Shajapur
Shupiyan,Jammu & Kashmir,Pulwama
Siana,Uttar Pradesh,Bulandshahr
Sibsagar,Assam,Sibsagar
Siddapur,Karnataka,Uttara Kannada
Siddhaur,Uttar Pradesh,Barabanki
Siddipet,Andhra Pradesh,Medak
Sidhauli,Uttar Pradesh,Sitapur
Sidhi,Madhya Pradesh,Sidhi
Sidhpur,Gujarat,Patan
Sidhpura,Uttar Pradesh,Etah
Sidlaghatta,Karnataka,Kolar
Siduli,West Bengal,Barddhaman
Sihor,Gujarat,Bhavnagar
Sihora,Madhya Pradesh,Jabalpur
Sijhua,Jharkhand,Bokaro
Sijua,Jharkhand,Dhanbad
Sikanderpur,Uttar Pradesh,Kannauj
Sikanderpur,Uttar Pradesh,Ballia
Sikandra,Uttar Pradesh,Kanpur Dehat
Sikandra Rao,Uttar Pradesh,Hathras
Sikandrabad,Uttar Pradesh,Bulandshahr
Sikar,Rajasthan,Sikar
Sikhong Sekmai,Manipur,Thoubal
Sikka,Gujarat,Jamnagar
Sikkarayapuram,Tamil Nadu,Kancheepuram
Silao,Bihar,Nalanda
Silapathar,Assam,Dhemaji
Silchar,Assam,Cachar
Silchar Part-X,Assam,Cachar
Siliguri,West Bengal,Darjiling and Jalpaiguri
Sillewada,Maharashtra,Nagpur
Sillod,Maharashtra,Aurangabad
Silvassa,Dadra & Nagar Haveli *,Dadra & Nagar Haveli
Simdega,Jharkhand,Gumla
Simga,Chhattisgarh,Raipur
Simla,West Bengal,Hugli
Sindgi,Karnataka,Bijapur
Sindhnur,Karnataka,Raichur
Sindi,Maharashtra,Wardha
Sindi Turf Hindnagar,Maharashtra,Wardha
Sindkhed Raja,Maharashtra,Buldana
Sindri,Jharkhand,Dhanbad
Sinduria,Jharkhand,Garhwa
Singahi Bhiraura,Uttar Pradesh,Kheri
Singampuneri,Tamil Nadu,Sivaganga
Singaperumalkoil,Tamil Nadu,Kancheepuram
Singapur,Andhra Pradesh,Adilabad
Singarayakonda,Andhra Pradesh,Prakasam
Singarva,Gujarat,Ahmadabad
Singnapur,Maharashtra,Ahmadnagar
Singoli,Madhya Pradesh,Neemuch
Singrauli,Madhya Pradesh,Sidhi
Singtam,Sikkim,East
Singur,West Bengal,Hugli
Sinhasa,Madhya Pradesh,Indore
Sini,Jharkhand,Pashchimi Singhbhum
Sinnar,Maharashtra,Nashik
Siolim,Goa,North Goa
Sira,Karnataka,Tumkur
Siralkoppa,Karnataka,Shimoga
Siras Pur,Delhi *,North West
Sirathu,Uttar Pradesh,Kaushambi
Sirauli,Uttar Pradesh,Bareilly
Sirgiti,Chhattisgarh,Bilaspur
Sirgora,Madhya Pradesh,Chhindwara
Sirhind -Fategarh,Punjab,Fatehgarh Sahib
Sirka,Jharkhand,Hazaribag
Sirkali,Tamil Nadu,Nagapattinam
Sirmaur,Madhya Pradesh,Rewa
Sirohi,Rajasthan,Sirohi
Sironj,Madhya Pradesh,Vidisha
Sirsa,Haryana,Sirsa
Sirsa,Uttar Pradesh,Allahabad
Sirsaganj,Uttar Pradesh,Firozabad
Sirsha,West Bengal,Barddhaman
Sirsi,Uttar Pradesh,Moradabad
Sirsi,Karnataka,Uttara Kannada
Sirsilla,Andhra Pradesh,Karimnagar
Sirugamani,Tamil Nadu,Tiruchirappalli
Siruguppa,Karnataka,Bellary
Sirumugai,Tamil Nadu,Coimbatore
Sisauli,Uttar Pradesh,Muzaffarnagar
Siswa Bazar,Uttar Pradesh,Maharajganj
Sitamarhi,Bihar,Sitamarhi
Sitamau,Madhya Pradesh,Mandsaur
Sitapur,Uttar Pradesh,Sitapur
Sitarganj,Uttaranchal,Udham Singh Nagar
Sithayankottai,Tamil Nadu,Dindigul
Sithurajapuram,Tamil Nadu,Virudhunagar
Siuliban,Jharkhand,Dhanbad
Sivaganga,Tamil Nadu,Sivaganga
Sivagiri,Tamil Nadu,Erode
Sivagiri,Tamil Nadu,Tirunelveli
Sivakasi,Tamil Nadu,Virudhunagar
Sivanthipuram,Tamil Nadu,Tirunelveli
Siwan,Bihar,Siwan
Siwani,Haryana,Bhiwani
Sobhaganj,West Bengal,Jalpaiguri
Socorro (Serula),Goa,North Goa
Sogariya,Rajasthan,Kota
Sohagpur,Madhya Pradesh,Hoshangabad
Sohna,Haryana,Gurgaon
Sojat,Rajasthan,Pali
Sojat Road,Rajasthan,Pali
Solan,Himachal Pradesh,Solan
Solapur,Maharashtra,Solapur
Som,Uttar Pradesh,Hardoi
Someshwar,Karnataka,Dakshina Kannada
Sompeta,Andhra Pradesh,Srikakulam
Somvarpet,Karnataka,Kodagu
Sonamukhi,West Bengal,Bankura
Sonamura,Tripura,West Tripura
Sonapur,Orissa,Sonapur
Sonari,Assam,Sibsagar
Sonatikiri,West Bengal,North Twentyfour Parganas
Sonegaon (Nipani),Maharashtra,Nagpur
Sonepur,Bihar,Saran
Songadh,Gujarat,Surat
Sonipat,Haryana,Sonipat
Sonkatch,Madhya Pradesh,Dewas
Sonpeth,Maharashtra,Parbhani
Sopore,Jammu & Kashmir,Baramula
Sorab,Karnataka,Shimoga
Soro,Orissa,Baleshwar
Soron,Uttar Pradesh,Etah
South Dumdum,West Bengal,North Twentyfour Parganas
Soyagaon,Maharashtra,Nashik
Soyatkalan,Madhya Pradesh,Shajapur
Sri Hargobindpur,Punjab,Gurdaspur
Sri Madhopur,Rajasthan,Sikar
Srikakulam,Andhra Pradesh,Srikakulam
Srikalahasti,Andhra Pradesh,Chittoor
Srikantabati,West Bengal,Murshidabad
Srimushnam,Tamil Nadu,Cuddalore
Srinagar,Jammu & Kashmir,Srinagar
Srinagar,Uttaranchal,Garhwal
Sringeri,Karnataka,Chikmagalur
Srinivaspur,Karnataka,Kolar
Sriperumbudur,Tamil Nadu,Kancheepuram
Sriramapuram,Tamil Nadu,Dindigul
Sriramnagar,Andhra Pradesh,Vizianagaram
Srirampur,West Bengal,Barddhaman
Srisailam Project (RFC) Township,Andhra Pradesh,Kurnool
Srisailamgudem Devasthanam,Andhra Pradesh,Kurnool
Srivaikuntam,Tamil Nadu,Toothukudi
Srivilliputhur,Tamil Nadu,Virudhunagar
St.Thomas Mount-cum-Pallavaram,Tamil Nadu,Kancheepuram
Sualkuchi,Assam,Kamrup
Suar,Uttar Pradesh,Rampur
Suchindram,Tamil Nadu,Kanniyakumari
Sugauli,Bihar,Purba Champaran
Sugnu,Manipur,Thoubal
Suhagi,Madhya Pradesh,Jabalpur
Sujangarh,Rajasthan,Churu
Sujanpur,Punjab,Gurdaspur
Sukdal,West Bengal,Barddhaman
Suket,Rajasthan,Kota
Sukhmalpur Nizamabad,Uttar Pradesh,Firozabad
Sukhrali,Haryana,Gurgaon
Suleeswaranpatti,Tamil Nadu,Coimbatore
Sultan Pur,Delhi *,South
Sultan Pur Majra,Delhi *,North West
Sultanganj,Bihar,Bhagalpur
Sultanpur,Uttaranchal,Udham Singh Nagar
Sultanpur,Madhya Pradesh,Raisen
Sultanpur,Uttar Pradesh,Sultanpur
Sultanpur Lodhi,Punjab,Kapurthala
Sulur,Tamil Nadu,Coimbatore
Sulya,Karnataka,Dakshina Kannada
Sumbal,Jammu & Kashmir,Baramula
Sumerpur,Rajasthan,Pali
Sumerpur,Uttar Pradesh,Hamirpur
Sunabeda,Orissa,Koraput
Sunam,Punjab,Sangrur
Sundarapandiam,Tamil Nadu,Virudhunagar
Sundarapandiapuram,Tamil Nadu,Tirunelveli
Sundargarh,Orissa,Sundargarh
Sundarnagar,Himachal Pradesh,Mandi
Sunderbani,Jammu & Kashmir,Rajauri
Supaul,Bihar,Supaul
Surada,Orissa,Ganjam
Surajgarh,Rajasthan,Jhunjhunun
Surajkaradi,Gujarat,Jamnagar
Surajpur,Chhattisgarh,Surguja
Surampatti,Tamil Nadu,Erode
Surandai,Tamil Nadu,Tirunelveli
Surat,Gujarat,Surat
Suratgarh,Rajasthan,Ganganagar
Surendranagar Dudhrej,Gujarat,Surendranagar
Surgana,Maharashtra,Nashik
Suri,West Bengal,Birbhum
Suriyampalayam,Tamil Nadu,Erode
Suriyawan,Uttar Pradesh,Sant Ravidas Nagar
Suryapet,Andhra Pradesh,Nalgonda
Suryaraopeta,Andhra Pradesh,East Godavari
Susner,Madhya Pradesh,Shajapur
Suthaliya,Madhya Pradesh,Rajgarh
Swamibagh,Uttar Pradesh,Agra
Swamimalai,Tamil Nadu,Thanjavur
T.Kallupatti,Tamil Nadu,Madurai
Tadepalligudem,Andhra Pradesh,West Godavari
Tadpatri,Andhra Pradesh,Anantapur
Taherpur,West Bengal,Nadia
Taj Pul,Delhi *,South
Takhatgarh,Rajasthan,Pali
Takhatpur,Chhattisgarh,Bilaspur
Taki,West Bengal,North Twentyfour Parganas
Tal,Madhya Pradesh,Ratlam
Talai,Himachal Pradesh,Bilaspur
Talaja,Gujarat,Bhavnagar
Talbandha,West Bengal,North Twentyfour Parganas
Talbehat,Uttar Pradesh,Lalitpur
Talcher,Orissa,Anugul
Talcher Thermal Power Station Township,Orissa,Anugul
Talegaon Dabhade,Maharashtra,Pune
Talen,Madhya Pradesh,Rajgarh
Talgram,Uttar Pradesh,Kannauj
Talikota,Karnataka,Bijapur
Taliparamba,Kerala,Kannur
Tallapalle,Andhra Pradesh,Adilabad
Talod,Gujarat,Sabar Kantha
Talode,Maharashtra,Nandurbar
Taloje Panchnad,Maharashtra,Raigarh
Talwandi Bhai,Punjab,Firozpur
Talwara,Punjab,Hoshiarpur
Talwara,Jammu & Kashmir,Udhampur
Tambaram,Tamil Nadu,Kancheepuram
Tambaur-cum-Ahmadabad,Uttar Pradesh,Sitapur
Tamluk,West Bengal,Medinipur
Tanakpur,Uttaranchal,Champawat
Tanda,Uttar Pradesh,Rampur
Tanda,Uttar Pradesh,Ambedaker Nagar
Tandur,Andhra Pradesh,Rangareddi
Tangla,Assam,Darrang
Tanuku,Andhra Pradesh,West Godavari
Taoru,Haryana,Gurgaon
Tappa,Punjab,Sangrur
Tarakeswar,West Bengal,Hugli
Tarana,Madhya Pradesh,Ujjain
Taranagar,Rajasthan,Churu
Taraori,Haryana,Karnal
Tarapur,Maharashtra,Thane
Tarbha,Orissa,Sonapur
Taricharkalan,Madhya Pradesh,Tikamgarh
Tarikere,Karnataka,Chikmagalur
Tarn Taran,Punjab,Amritsar
Tarsali,Gujarat,Vadodara
Tasgaon,Maharashtra,Sangli
Tatarpur Lallu,Uttar Pradesh,Bijnor
Tathavade,Maharashtra,Pune
Tati,Jharkhand,Ranchi
Tawang,Arunachal Pradesh,Tawang
Tayilupatti,Tamil Nadu,Virudhunagar
Teegalapahad,Andhra Pradesh,Adilabad
Tehri,Uttaranchal,Tehri Garhwal
Tekadi,Maharashtra,Nagpur
Tekanpur,Madhya Pradesh,Gwalior
Tekari,Bihar,Gaya
Tekkalakota,Karnataka,Bellary
Telgaon,Chhattisgarh,Surguja
Telhara,Maharashtra,Akola
Teliamura,Tripura,West Tripura
Tenali,Andhra Pradesh,Guntur
Tendu Kheda,Madhya Pradesh,Damoh
Tenkasi,Tamil Nadu,Tirunelveli
Tensa,Orissa,Sundargarh
Tentulkuli,West Bengal,Haora
Tenu Dam-cum- Kathhara,Jharkhand,Bokaro
Teonthar,Madhya Pradesh,Rewa
Terdal,Karnataka,Bagalkot
